Country,ISO3,NBS_desc,Griscom 2017 potential,Griscom 2020 potential,GRISCOM DIFF,TNC mapper potential,IPCC_climate_zone,baseline_landuse,country_land_area,total_area,total_area_max,total_area_min,extent,extent_max,extent_min,extent_notes,intensity_desc,intensity_raw,intensity_raw_max,intensity_raw_min,intensity_unit,intensity,intensity_max,intensity_min,intensity_notes,BD_potential,potential,potential_100,potential_10
Panama,PAN,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,7.4177,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Papua New Guinea,PNG,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,45.286,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Paraguay,PRY,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,39.73,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Peru,PER,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,128,0.000233437,,,0.000233437,,,,,,,,,545.5266667,,,,0.127346108,0.127346108,0.114611498,0.076407665
Philippines,PHL,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,29.817,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Poland,POL,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,30.617,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Portugal,PRT,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,9.16056,0.000290523,,,0.000290523,,,,,,,,,545.5266667,,,,0.158488044,0.158488044,0.142639239,0.095092826
Qatar,QAT,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,1.149,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Republic of Moldova,MDA,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,3.28853,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Romania,ROU,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,23.008,0.000036441,,,0.000036441,,,,,,,,,545.5266667,,,,0.019879537,0.019879537,0.017891584,0.011927722
Russia,RUS,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,1637.687,0.010473267,,,0.010473267,,,,,,,,,545.5266667,,,,5.713446436,5.713446436,5.142101792,3.428067861
Rwanda,RWA,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,2.467,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Saint Kitts and Nevis,KNA,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,0.026,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Saint Lucia,LCA,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,0.061,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Saint Vincent and the Grenadines,VCT,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,0.039,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Samoa,WSM,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,0.283,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
San Marino,SMR,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,0.006,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Saudi Arabia,SAU,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,214.969,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Senegal,SEN,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,19.253,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Serbia,SRB,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,8.746,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Seychelles,SYC,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,0.046,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Sierra Leone,SLE,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,7.218,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Singapore,SGP,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,0.0709,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Slovakia,SVK,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,4.808,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Slovenia,SVN,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,2.01364,0.000007533,,,0.000007533,,,,,,,,,545.5266667,,,,0.004109452,0.004109452,0.003698507,0.002465671
Solomon Islands,SLB,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,2.799,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Somalia,SOM,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,62.734,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
South Africa,ZAF,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,121.309,0.000091858,,,0.000091858,,,,,,,,,545.5266667,,,,0.050110989,0.050110989,0.04509989,0.030066593
South Sudan,SSD,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,63.1928123,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Spain,ESP,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,49.9603479,0.000804358,,,0.000804358,,,,,,,,,545.5266667,,,,0.438798739,0.438798739,0.394918865,0.263279243
Sri Lanka,LKA,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,6.1864,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Sudan,SDN,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,184.9233715,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Suriname,SUR,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,15.6,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Swaziland,SWZ,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,1.72,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Sweden,SWE,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,40.731,0.000521433,,,0.000521433,,,,,,,,,545.5266667,,,,0.284455606,0.284455606,0.256010046,0.170673364
Switzerland,CHE,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,3.951603,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Syrian Arab Republic,SYR,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,18.363,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Tajikistan,TJK,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,13.879,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Thailand,THA,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,51.089,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
The former Yugoslav Republic of Macedonia,MKD,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,2.522,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Timor-Leste,TLS,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,1.487,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Togo,TGO,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,5.439,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Tonga,TON,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,0.072,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Trinidad and Tobago,TTO,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,0.513,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Tunisia,TUN,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,15.536,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Turkey,TUR,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,76.963,0.001166684,,,0.001166684,,,,,,,,,545.5266667,,,,0.636457234,0.636457234,0.57281151,0.38187434
Turkmenistan,TKM,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,46.993,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Uganda,UGA,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,20.052,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Ukraine,UKR,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,57.94,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
United Arab Emirates,ARE,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,7.102,0.00007168,,,0.00007168,,,,,,,,,545.5266667,,,,0.039103351,0.039103351,0.035193016,0.023462011
United Kingdom,GBR,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,24.193,0.001223232,,,0.001223232,,,,,,,,,545.5266667,,,,0.667305676,0.667305676,0.600575108,0.400383405
United Republic of Tanzania,TZA,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,88.58,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
United States,USA,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,914.742,0.028172504,,,0.028172504,,,,,,,,,545.5266667,,,,15.3688522,15.3688522,13.83196698,9.221311319
Uruguay,URY,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,17.502,0.00006381,,,0.00006381,,,,,,,,,545.5266667,,,,0.034810057,0.034810057,0.031329051,0.020886034
Uzbekistan,UZB,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,44.0555,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Vanuatu,VUT,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,1.219,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Venezuela,VEN,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,88.205,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Viet Nam,VNM,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,31.007,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Yemen,YEM,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,52.797,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Zambia,ZMB,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,74.339,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Zimbabwe,ZWE,Protect salt marsh,,,,,,Saltmarsh Annual Protectable Area,38.685,0,,,0,,,,,,,,,545.5266667,,,,0,0,0,0
Afghanistan,AFG,Protect seagrass,,,,,,Seagrass Annual Protectable Area,65.286,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Albania,ALB,Protect seagrass,,,,,,Seagrass Annual Protectable Area,2.74,0.0000658,,,0.0000658,,,,,,,,,293.15,,,,0.01928927,0.01928927,0.017360343,0.011573562
Algeria,DZA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,238.1741,0.0000605,,,0.0000605,,,,,,,,,293.15,,,,0.017735575,0.017735575,0.015962018,0.010641345
Andorra,AND,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.047,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Angola,AGO,Protect seagrass,,,,,,Seagrass Annual Protectable Area,124.67,0.0008861,,,0.0008861,,,,,,,,,293.15,,,,0.259760215,0.259760215,0.233784194,0.155856129
Antigua and Barbuda,ATG,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.044,0.0003731,,,0.0003731,,,,,,,,,293.15,,,,0.109374265,0.109374265,0.098436839,0.065624559
Argentina,ARG,Protect seagrass,,,,,,Seagrass Annual Protectable Area,273.669,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Armenia,ARM,Protect seagrass,,,,,,Seagrass Annual Protectable Area,2.847,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Australia,AUS,Protect seagrass,,,,,,Seagrass Annual Protectable Area,769.202,0.0939229,,,0.0939229,,,,,,,,,293.15,,,,27.53349814,27.53349814,24.78014832,16.52009888
Austria,AUT,Protect seagrass,,,,,,Seagrass Annual Protectable Area,8.252,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Azerbaijan,AZE,Protect seagrass,,,,,,Seagrass Annual Protectable Area,8.2654,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Bahamas,BHS,Protect seagrass,,,,,,Seagrass Annual Protectable Area,1.001,0.0033796,,,0.0033796,,,,,,,,,293.15,,,,0.99072974,0.99072974,0.891656766,0.594437844
Bahrain,BHR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.078,0.0008007,,,0.0008007,,,,,,,,,293.15,,,,0.234725205,0.234725205,0.211252685,0.140835123
Bangladesh,BGD,Protect seagrass,,,,,,Seagrass Annual Protectable Area,13.017,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Barbados,BRB,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.043,0.0001339,,,0.0001339,,,,,,,,,293.15,,,,0.039252785,0.039252785,0.035327507,0.023551671
Belarus,BLR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,20.298,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Belgium,BEL,Protect seagrass,,,,,,Seagrass Annual Protectable Area,3.028,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Belize,BLZ,Protect seagrass,,,,,,Seagrass Annual Protectable Area,2.281,0.0073158,,,0.0073158,,,,,,,,,293.15,,,,2.14462677,2.14462677,1.930164093,1.286776062
Benin,BEN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,11.276,0.0020069,,,0.0020069,,,,,,,,,293.15,,,,0.588322735,0.588322735,0.529490462,0.352993641
Bhutan,BTN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,3.814,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Bolivia,BOL,Protect seagrass,,,,,,Seagrass Annual Protectable Area,108.33,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Bosnia and Herzegovina,BIH,Protect seagrass,,,,,,Seagrass Annual Protectable Area,5.12,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Botswana,BWA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,56.673,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Brazil,BRA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,835.814,0.0006374,,,0.0006374,,,,,,,,,293.15,,,,0.18685381,0.18685381,0.168168429,0.112112286
Brunei Darussalam,BRN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.527,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Bulgaria,BGR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,10.856,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Burkina Faso,BFA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,27.36,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Burma,MMR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,65.279,0.0043879,,,0.0043879,,,,,,,,,293.15,,,,1.286312885,1.286312885,1.157681597,0.771787731
Burundi,BDI,Protect seagrass,,,,,,Seagrass Annual Protectable Area,2.568,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Cambodia,KHM,Protect seagrass,,,,,,Seagrass Annual Protectable Area,17.652,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Cameroon,CMR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,47.271,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Canada,CAN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,896.559,0.0005955,,,0.0005955,,,,,,,,,293.15,,,,0.174570825,0.174570825,0.157113743,0.104742495
Cape Verde,CPV,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.403,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Central African Republic,CAF,Protect seagrass,,,,,,Seagrass Annual Protectable Area,62.298,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Chad,TCD,Protect seagrass,,,,,,Seagrass Annual Protectable Area,125.92,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Chile,CHL,Protect seagrass,,,,,,Seagrass Annual Protectable Area,74.3532,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
China,CHN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,938.821,0.0120693,,,0.0120693,,,,,,,,,293.15,,,,3.538115295,3.538115295,3.184303766,2.122869177
Colombia,COL,Protect seagrass,,,,,,Seagrass Annual Protectable Area,110.95,0.0006439,,,0.0006439,,,,,,,,,293.15,,,,0.188759285,0.188759285,0.169883357,0.113255571
Comoros,COM,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.1861,0.0018909,,,0.0018909,,,,,,,,,293.15,,,,0.554317335,0.554317335,0.498885602,0.332590401
Congo,COG,Protect seagrass,,,,,,Seagrass Annual Protectable Area,34.15,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Cook Islands,COK,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.024,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Costa Rica,CRI,Protect seagrass,,,,,,Seagrass Annual Protectable Area,5.106,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Cote d'Ivoire,CIV,Protect seagrass,,,,,,Seagrass Annual Protectable Area,31.8,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Croatia,HRV,Protect seagrass,,,,,,Seagrass Annual Protectable Area,5.659,0.0004478,,,0.0004478,,,,,,,,,293.15,,,,0.13127257,0.13127257,0.118145313,0.078763542
Cuba,CUB,Protect seagrass,,,,,,Seagrass Annual Protectable Area,10.38,0.0207687,,,0.0207687,,,,,,,,,293.15,,,,6.088344405,6.088344405,5.479509965,3.653006643
Cyprus,CYP,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.924,0.0001044,,,0.0001044,,,,,,,,,293.15,,,,0.03060486,0.03060486,0.027544374,0.018362916
Czech Republic,CZE,Protect seagrass,,,,,,Seagrass Annual Protectable Area,7.72,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Democratic Republic of the Congo,COD,Protect seagrass,,,,,,Seagrass Annual Protectable Area,226.705,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Denmark,DNK,Protect seagrass,,,,,,Seagrass Annual Protectable Area,4,0.0017675,,,0.0017675,,,,,,,,,293.15,,,,0.518142625,0.518142625,0.466328363,0.310885575
Djibouti,DJI,Protect seagrass,,,,,,Seagrass Annual Protectable Area,2.318,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Dominica,DMA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.075,0.00078,,,0.00078,,,,,,,,,293.15,,,,0.228657,0.228657,0.2057913,0.1371942
Dominican Republic,DOM,Protect seagrass,,,,,,Seagrass Annual Protectable Area,4.831,0.0005182,,,0.0005182,,,,,,,,,293.15,,,,0.15191033,0.15191033,0.136719297,0.091146198
Ecuador,ECU,Protect seagrass,,,,,,Seagrass Annual Protectable Area,24.836,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Egypt,EGY,Protect seagrass,,,,,,Seagrass Annual Protectable Area,99.545,0.004831,,,0.004831,,,,,,,,,293.15,,,,1.41620765,1.41620765,1.274586885,0.84972459
El Salvador,SLV,Protect seagrass,,,,,,Seagrass Annual Protectable Area,2.072,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Equatorial Guinea,GNQ,Protect seagrass,,,,,,Seagrass Annual Protectable Area,2.805,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Eritrea,ERI,Protect seagrass,,,,,,Seagrass Annual Protectable Area,10.1,0.0001628,,,0.0001628,,,,,,,,,293.15,,,,0.04772482,0.04772482,0.042952338,0.028634892
Estonia,EST,Protect seagrass,,,,,,Seagrass Annual Protectable Area,4.347,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Ethiopia,ETH,Protect seagrass,,,,,,Seagrass Annual Protectable Area,112.930039,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Fiji,FJI,Protect seagrass,,,,,,Seagrass Annual Protectable Area,1.827,0.0025951,,,0.0025951,,,,,,,,,293.15,,,,0.760753565,0.760753565,0.684678209,0.456452139
Finland,FIN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,30.392,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
France,FRA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,54.7557,0.0092142,,,0.0092142,,,,,,,,,293.15,,,,2.70114273,2.70114273,2.431028457,1.620685638
French Guiana,GUF,Protect seagrass,,,,,,Seagrass Annual Protectable Area,#N/A,NA,,,NA,,,,,,,,,293.15,,,,0,NA,NA,NA
Gabon,GAB,Protect seagrass,,,,,,Seagrass Annual Protectable Area,25.767,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Gambia,GMB,Protect seagrass,,,,,,Seagrass Annual Protectable Area,1.012,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Georgia,GEO,Protect seagrass,,,,,,Seagrass Annual Protectable Area,6.949,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Germany,DEU,Protect seagrass,,,,,,Seagrass Annual Protectable Area,34.938,0.0005929,,,0.0005929,,,,,,,,,293.15,,,,0.173808635,0.173808635,0.156427772,0.104285181
Ghana,GHA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,22.754,0.004056,,,0.004056,,,,,,,,,293.15,,,,1.1890164,1.1890164,1.07011476,0.71340984
Greece,GRC,Protect seagrass,,,,,,Seagrass Annual Protectable Area,12.89,0.0006169,,,0.0006169,,,,,,,,,293.15,,,,0.180844235,0.180844235,0.162759812,0.108506541
Greenland,GRL,Protect seagrass,,,,,,Seagrass Annual Protectable Area,41.045,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Grenada,GRD,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.034,0.0000153,,,0.0000153,,,,,,,,,293.15,,,,0.004485195,0.004485195,0.004036676,0.002691117
Guatemala,GTM,Protect seagrass,,,,,,Seagrass Annual Protectable Area,10.716,0.0000003,,,0.0000003,,,,,,,,,293.15,,,,0.000087945,0.000087945,7.92E-05,0.000052767
Guinea,GIN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,24.572,0.0191448,,,0.0191448,,,,,,,,,293.15,,,,5.61229812,5.61229812,5.051068308,3.367378872
Guinea-Bissau,GNB,Protect seagrass,,,,,,Seagrass Annual Protectable Area,2.812,0.0228965,,,0.0228965,,,,,,,,,293.15,,,,6.712108975,6.712108975,6.040898078,4.027265385
Guyana,GUY,Protect seagrass,,,,,,Seagrass Annual Protectable Area,19.685,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Haiti,HTI,Protect seagrass,,,,,,Seagrass Annual Protectable Area,2.756,0.0011189,,,0.0011189,,,,,,,,,293.15,,,,0.328005535,0.328005535,0.295204982,0.196803321
Honduras,HND,Protect seagrass,,,,,,Seagrass Annual Protectable Area,11.189,0.0040941,,,0.0040941,,,,,,,,,293.15,,,,1.200185415,1.200185415,1.080166874,0.720111249
Hungary,HUN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,9.126,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Iceland,ISL,Protect seagrass,,,,,,Seagrass Annual Protectable Area,10.083,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
India,IND,Protect seagrass,,,,,,Seagrass Annual Protectable Area,297.319,0.0063215,,,0.0063215,,,,,,,,,293.15,,,,1.853147725,1.853147725,1.667832953,1.111888635
Indonesia,IDN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,187.7519,0.026346,,,0.026346,,,,,,,,,293.15,,,,7.7233299,7.7233299,6.95099691,4.63399794
Iran (Islamic Republic of),IRN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,162.876,0.0043012,,,0.0043012,,,,,,,,,293.15,,,,1.26089678,1.26089678,1.134807102,0.756538068
Iraq,IRQ,Protect seagrass,,,,,,Seagrass Annual Protectable Area,43.4128,0.0001119,,,0.0001119,,,,,,,,,293.15,,,,0.032803485,0.032803485,0.029523137,0.019682091
Ireland,IRL,Protect seagrass,,,,,,Seagrass Annual Protectable Area,6.889,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Israel,ISR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,2.164,0.0000267,,,0.0000267,,,,,,,,,293.15,,,,0.007827105,0.007827105,0.007044395,0.004696263
Italy,ITA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,29.773,0.0133486,,,0.0133486,,,,,,,,,293.15,,,,3.91314209,3.91314209,3.521827881,2.347885254
Jamaica,JAM,Protect seagrass,,,,,,Seagrass Annual Protectable Area,1.083,0.0011833,,,0.0011833,,,,,,,,,293.15,,,,0.346884395,0.346884395,0.312195956,0.208130637
Japan,JPN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,36.45,0.000708,,,0.000708,,,,,,,,,293.15,,,,0.2075502,0.2075502,0.18679518,0.12453012
Jordan,JOR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,8.878,0.000002,,,0.000002,,,,,,,,,293.15,,,,0.0005863,0.0005863,0.00052767,0.00035178
Kazakhstan,KAZ,Protect seagrass,,,,,,Seagrass Annual Protectable Area,269.97,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Kenya,KEN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,56.914,0.0002567,,,0.0002567,,,,,,,,,293.15,,,,0.075251605,0.075251605,0.067726445,0.045150963
Kiribati,KIR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.081,0.0007417,,,0.0007417,,,,,,,,,293.15,,,,0.217429355,0.217429355,0.19568642,0.130457613
"Korea, Democratic People's Republic of",PRK,Protect seagrass,,,,,,Seagrass Annual Protectable Area,12.041,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
"Korea, Republic of",KOR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,9.752,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Kuwait,KWT,Protect seagrass,,,,,,Seagrass Annual Protectable Area,1.782,0.0023681,,,0.0023681,,,,,,,,,293.15,,,,0.694208515,0.694208515,0.624787664,0.416525109
Kyrgyzstan,KGZ,Protect seagrass,,,,,,Seagrass Annual Protectable Area,19.18,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Lao People's Democratic Republic,LAO,Protect seagrass,,,,,,Seagrass Annual Protectable Area,23.08,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Latvia,LVA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,6.209,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Lebanon,LBN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,1.023,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Lesotho,LSO,Protect seagrass,,,,,,Seagrass Annual Protectable Area,3.036,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Liberia,LBR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,9.632,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Libyan Arab Jamahiriya,LBY,Protect seagrass,,,,,,Seagrass Annual Protectable Area,175.954,0.0000172,,,0.0000172,,,,,,,,,293.15,,,,0.00504218,0.00504218,0.004537962,0.003025308
Liechtenstein,LIE,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.016,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Lithuania,LTU,Protect seagrass,,,,,,Seagrass Annual Protectable Area,6.263,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Luxembourg,LUX,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.243,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Madagascar,MDG,Protect seagrass,,,,,,Seagrass Annual Protectable Area,58.18,0.0086163,,,0.0086163,,,,,,,,,293.15,,,,2.525868345,2.525868345,2.273281511,1.515521007
Malawi,MWI,Protect seagrass,,,,,,Seagrass Annual Protectable Area,9.428,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
